Date,Price
2010/10/07,1983.36,
2010/10/06,1985.97,
2010/10/05,1982.08,
2010/10/04,1983.00,
2010/10/01,1980.33,
2010/09/30,2001.94,
2010/09/29,1987.31,
2010/09/28,1984.62,
2010/09/27,1981.16,
2010/09/23,1969.44,
2010/09/22,1971.40,
2010/09/21,1977.04,
2010/09/20,1971.19,
2010/09/17,1957.62,
2010/09/16,1954.75,
2010/09/15,1956.04,
2010/09/14,1962.10,
2010/09/13,1962.89,
2010/09/10,1948.18,
2010/09/09,1948.23,
2010/09/08,1936.33,
2010/09/07,1941.26,
2010/09/06,1950.75,
2010/09/03,1948.20,
2010/09/02,1939.66,
2010/09/01,1934.86,
2010/08/31,1929.78,
2010/08/30,1918.19,
2010/08/27,1912.33,
2010/08/26,1912.19,
2010/08/25,1906.28,
2010/08/24,1919.66,
2010/08/23,1926.07,
2010/08/20,1917.82,
2010/08/19,1927.14,
2010/08/18,1926.86,
2010/08/17,1930.35,
2010/08/16,1922.36,
2010/08/13,1921.83,
2010/08/12,1912.76,
2010/08/11,1927.52,
2010/08/10,1936.29,
2010/08/06,1947.72,
2010/08/05,1950.49,
2010/08/04,1946.83,
2010/08/03,1954.84,
2010/08/02,1955.97,
2010/07/30,1943.40,
2010/07/29,1951.73,
2010/07/28,1942.90,
2010/07/27,1952.55,
2010/07/26,1951.77,
2010/07/23,1944.71,
2010/07/22,1938.23,
2010/07/21,1927.11,
2010/07/20,1902.17,
2010/07/19,1910.12,
2010/07/16,1923.15,
2010/07/15,1916.03,
2010/07/14,1905.06,
2010/07/13,1909.12,
2010/07/12,1898.77,
2010/07/09,1895.38,
2010/07/08,1891.85,
2010/07/07,1883.33,
2010/07/06,1879.98,
2010/07/05,1869.32,
2010/07/02,1863.50,
2010/07/01,1865.41,
2010/06/30,1863.88,
2010/06/29,1875.70,
2010/06/28,1881.50,
2010/06/25,1890.54,
2010/06/24,1895.90,
2010/06/23,1905.81,
2010/06/22,1906.54,
2010/06/21,1913.76,
2010/06/18,1899.21,
2010/06/17,1911.15,
2010/06/15,1897.91,
2010/06/14,1891.18,
2010/06/11,1872.58,
2010/06/10,1871.75,
2010/06/09,1867.01,
2010/06/08,1864.14,
2010/06/07,1873.50,
2010/06/04,1874.22,
2010/06/03,1901.62,
2010/06/02,1893.12,
2010/06/01,1882.12,
2010/05/31,1897.45,
2010/05/28,1896.99,
2010/05/27,1895.65,
2010/05/26,1890.42,
2010/05/25,1869.76,
2010/05/24,1893.01,
2010/05/21,1873.12,
2010/05/20,1890.39,
2010/05/19,1912.06,
2010/05/18,1918.47,
2010/05/17,1913.16,
2010/05/14,1927.50,
2010/05/13,1945.20,
2010/05/12,1939.89,
2010/05/11,1923.39,
2010/05/10,1923.50,
2010/05/07,1893.04,
2010/05/06,1905.14,
2010/05/05,1910.05,
2010/05/04,1932.03,
2010/05/03,1931.62,
2010/04/30,1933.05,
2010/04/29,1928.29,
2010/04/28,1928.06,
2010/04/26,1950.78,
2010/04/23,1936.52,
2010/04/22,1932.45,
2010/04/21,1939.62,
2010/04/20,1944.06,
2010/04/19,1931.26,
2010/04/16,1949.43,
2010/04/15,1956.26,
2010/04/14,1954.96,
2010/04/13,1949.35,
2010/04/12,1949.01,
2010/04/09,1950.48,
2010/04/08,1944.44,
2010/04/07,1955.81,
2010/04/06,1954.65,
2010/04/01,1938.52,
2010/03/31,1948.47,
2010/03/30,1948.17,
2010/03/29,1946.38,
2010/03/26,1946.52,
2010/03/25,1950.95,
2010/03/24,1948.12,
2010/03/23,1958.61,
2010/03/19,1964.75,
2010/03/18,1961.01,
2010/03/17,1948.63,
2010/03/16,1934.50,
2010/03/15,1929.83,
2010/03/12,1930.16,
2010/03/11,1923.41,
2010/03/10,1927.19,
2010/03/09,1924.79,
2010/03/08,1929.82,
2010/03/05,1913.04,
2010/03/04,1911.35,
2010/03/03,1904.58,
2010/03/02,1901.68,
2010/03/01,1889.47,
2010/02/26,1882.77,
2010/02/25,1879.97,
2010/02/24,1877.95,
2010/02/23,1885.65,
2010/02/22,1894.32,
2010/02/19,1886.82,
2010/02/18,1889.40,
2010/02/17,1885.79,
2010/02/16,1874.42,
2010/02/15,1868.14,
2010/02/12,1865.38,
2010/02/11,1869.01,
2010/02/10,1870.50,
2010/02/09,1864.82,
2010/02/08,1852.58,
2010/02/05,1849.83,
2010/02/04,1879.04,
2010/02/03,1889.90,
2010/02/02,1882.92,
2010/02/01,1874.93,
2010/01/29,1882.41,
2010/01/28,1883.72,
2010/01/27,1877.82,
2010/01/26,1873.19,
2010/01/25,1886.98,
2010/01/22,1879.68,
2010/01/21,1900.02,
2010/01/20,1908.72,
2010/01/19,1903.27,
2010/01/18,1904.28,
2010/01/15,1901.01,
2010/01/14,1908.55,
2010/01/13,1907.04,
2010/01/12,1898.51,
2010/01/11,1912.41,
2010/01/08,1909.27,
2010/01/07,1902.19,
2010/01/06,1909.27,
2010/01/05,1913.79,
2010/01/04,1901.45,
2009/12/31,1901.53,
2009/12/30,1893.57,
2009/12/29,1902.68,
2009/12/28,1903.49,
2009/12/24,1896.22,
2009/12/23,1899.06,
2009/12/22,1895.74,
2009/12/21,1884.42,
2009/12/18,1877.76,
2009/12/17,1882.03,
2009/12/15,1872.71,
2009/12/14,1875.40,
2009/12/11,1877.66,
2009/12/10,1863.32,
2009/12/09,1862.19,
2009/12/08,1860.93,
2009/12/07,1866.44,
2009/12/04,1869.26,
2009/12/03,1870.93,
2009/12/02,1876.92,
2009/12/01,1874.95,
2009/11/30,1864.08,
2009/11/27,1850.57,
2009/11/26,1876.94,
2009/11/25,1890.94,
2009/11/24,1885.70,
2009/11/23,1880.04,
2009/11/20,1866.32,
2009/11/19,1880.15,
2009/11/18,1894.03,
2009/11/17,1887.68,
2009/11/16,1885.12,
2009/11/13,1880.00,
2009/11/12,1871.82,
2009/11/11,1876.41,
2009/11/10,1872.60,
2009/11/09,1861.70,
2009/11/06,1862.09,
2009/11/05,1854.83,
2009/11/04,1852.72,
2009/11/03,1853.01,
2009/11/02,1871.62,
2009/10/30,1883.30,
2009/10/29,1887.26,
2009/10/28,1873.16,
2009/10/27,1890.06,
2009/10/26,1904.04,
2009/10/23,1910.10,
2009/10/22,1897.11,
2009/10/21,1891.70,
2009/10/20,1888.26,
2009/10/19,1890.27,
2009/10/16,1878.27,
2009/10/15,1873.22,
2009/10/14,1881.09,
2009/10/13,1859.35,
2009/10/12,1856.25,
2009/10/09,1843.81,
2009/10/08,1856.35,
2009/10/07,1841.34,
2009/10/06,1832.92,
2009/10/05,1830.29,
2009/10/02,1825.61,
2009/10/01,1849.38,
2009/09/30,1865.22,
2009/09/29,1868.69,
2009/09/28,1862.71,
2009/09/25,1868.81,
2009/09/23,1885.61,
2009/09/22,1892.57,
2009/09/21,1882.71,
2009/09/18,1899.00,
2009/09/17,1905.87,
2009/09/16,1879.57,
2009/09/15,1868.70,
2009/09/14,1861.41,
2009/09/11,1887.51,
2009/09/10,1877.84,
2009/09/09,1870.18,
2009/09/08,1868.20,
2009/09/07,1859.67,
2009/09/04,1848.85,
2009/09/03,1849.96,
2009/09/02,1847.59,
2009/09/01,1866.80,
2009/08/31,1871.67,
2009/08/28,1885.63,
2009/08/27,1876.55,
2009/08/26,1872.63,
2009/08/25,1874.10,
2009/08/24,1869.69,
2009/08/21,1857.90,
2009/08/20,1835.83,
2009/08/19,1826.16,
2009/08/18,1831.34,
2009/08/17,1824.52,
2009/08/14,1855.08,
2009/08/13,1848.03,
2009/08/12,1835.21,
2009/08/11,1850.28,
2009/08/07,1846.48,
2009/08/06,1853.93,
2009/08/05,1849.25,
2009/08/04,1833.84,
2009/08/03,1840.00,
2009/07/31,1821.46,
2009/07/30,1804.89,
2009/07/29,1792.31,
2009/07/28,1808.12,
2009/07/27,1813.23,
2009/07/24,1823.59,
2009/07/23,1808.93,
2009/07/22,1804.93,
2009/07/21,1823.48,
2009/07/20,1816.59,
2009/07/17,1802.65,
2009/07/16,1803.32,
2009/07/15,1802.68,
2009/07/14,1779.19,
2009/07/13,1759.26,
2009/07/10,1750.65,
2009/07/09,1758.03,
2009/07/08,1742.78,
2009/07/07,1746.75,
2009/07/06,1737.89,
2009/07/03,1749.96,
2009/07/02,1750.67,
2009/07/01,1759.61,
2009/06/30,1739.49,
2009/06/29,1748.48,
2009/06/26,1742.16,
2009/06/25,1737.66,
2009/06/24,1727.53,
2009/06/23,1721.54,
2009/06/22,1730.44,
2009/06/19,1744.49,
2009/06/18,1735.58,
2009/06/17,1742.56,
2009/06/15,1760.79,
2009/06/12,1765.80,
2009/06/11,1765.71,
2009/06/10,1777.47,
2009/06/09,1762.39,
2009/06/08,1758.34,
2009/06/05,1780.06,
2009/06/04,1765.21,
2009/06/03,1775.72,
2009/06/02,1785.47,
2009/06/01,1778.73,
2009/05/29,1755.79,
2009/05/28,1747.48,
2009/05/27,1762.17,
2009/05/26,1741.95,
2009/05/25,1766.44,
2009/05/22,1753.79,
2009/05/21,1738.00,
2009/05/20,1765.05,
2009/05/19,1755.92,
2009/05/18,1723.74,
2009/05/15,1721.78,
2009/05/14,1685.95,
2009/05/13,1695.08,
2009/05/12,1714.24,
2009/05/11,1719.42,
2009/05/08,1712.65,
2009/05/07,1726.53,
2009/05/06,1721.57,
2009/05/05,1711.29,
2009/05/04,1710.41,
2009/04/30,1673.61,
2009/04/29,1665.53,
2009/04/28,1652.26,
2009/04/24,1662.58,
2009/04/23,1658.62,
2009/04/21,1635.86,
2009/04/20,1664.65,
2009/04/17,1684.62,
2009/04/16,1684.86,
2009/04/15,1692.46,
2009/04/14,1701.18,
2009/04/09,1681.88,
2009/04/08,1666.30,
2009/04/07,1661.60,
2009/04/06,1678.80,
2009/04/03,1691.61,
2009/04/02,1698.46,
2009/04/01,1653.82,
2009/03/31,1754.78,
2009/03/30,1727.49,
2009/03/27,1777.68,
2009/03/26,1797.16,
2009/03/25,1780.65,
2009/03/24,1780.71,
2009/03/23,1776.46,
2009/03/20,1739.11,
2009/03/19,1727.96,
2009/03/18,1693.32,
2009/03/17,1689.56,
2009/03/16,1711.23,
2009/03/13,1695.37,
2009/03/12,1663.46,
2009/03/11,1656.73,
2009/03/10,1615.37,
2009/03/09,1607.83,
2009/03/06,1614.48,
2009/03/05,1615.60,
2009/03/04,1625.07,
2009/03/03,1606.12,
2009/03/02,1619.67,
2009/02/27,1628.22,
2009/02/26,1670.11,
2009/02/25,1658.22,
2009/02/24,1639.01,
2009/02/23,1665.03,
2009/02/20,1651.42,
2009/02/19,1682.14,
2009/02/18,1675.77,
2009/02/17,1686.14,
2009/02/16,1697.19,
2009/02/13,1724.59,
2009/02/12,1727.72,
2009/02/11,1736.41,
2009/02/10,1763.70,
2009/02/09,1758.83,
2009/02/06,1735.07,
2009/02/05,1723.54,
2009/02/04,1708.37,
2009/02/03,1676.57,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
